"TIME","GEO","PARTNER","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2009","Belgium","Latvia","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Lithuania","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Luxembourg","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Hungary","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Malta","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Netherlands","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Austria","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Poland","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Portugal","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Romania","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Slovenia","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Slovakia","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Finland","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Sweden","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","United Kingdom","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Norway","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Switzerland","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Turkey","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Serbia","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Russia","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Africa","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Northern America","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","United States","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Central America","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","South America","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Asia","Age reached during the year","Total","Number","Total",":",""
"2009","Belgium","Oceania","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Total","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Unknown","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Belgium","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Bulgaria","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Czechia","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Denmark","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Estonia","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Ireland","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Greece","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Spain","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","France","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Croatia","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Italy","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Cyprus","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Latvia","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Lithuania","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Luxembourg","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Hungary","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Malta","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Netherlands","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Austria","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Poland","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Portugal","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Romania","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Slovenia","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Slovakia","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Finland","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Sweden","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","United Kingdom","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Norway","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Switzerland","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Turkey","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Serbia","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Russia","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Africa","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Northern America","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","United States","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Central America","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","South America","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Asia","Age reached during the year","Total","Number","Total",":",""
"2009","Bulgaria","Oceania","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Total","Age reached during the year","Total","Number","Total","61,782",""
"2009","Czechia","Unknown","Age reached during the year","Total","Number","Total","0",""
"2009","Czechia","Belgium","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Bulgaria","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Czechia","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Denmark","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Estonia","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Ireland","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Greece","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Spain","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","France","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Croatia","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Italy","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Cyprus","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Latvia","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Lithuania","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Luxembourg","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Hungary","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Malta","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Netherlands","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Austria","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Poland","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Portugal","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Romania","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Slovenia","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Slovakia","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Finland","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Sweden","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","United Kingdom","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Norway","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Switzerland","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Turkey","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Serbia","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Russia","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Africa","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Northern America","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","United States","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Central America","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","South America","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Asia","Age reached during the year","Total","Number","Total",":",""
"2009","Czechia","Oceania","Age reached during the year","Total","Number","Total",":",""
"2009","Denmark","Total","Age reached during the year","Total","Number","Total","39,899",""
"2009","Denmark","Unknown","Age reached during the year","Total","Number","Total","2,715",""
"2009","Denmark","Belgium","Age reached during the year","Total","Number","Total","322",""
"2009","Denmark","Bulgaria","Age reached during the year","Total","Number","Total","134",""
"2009","Denmark","Czechia","Age reached during the year","Total","Number","Total","232",""
"2009","Denmark","Denmark","Age reached during the year","Total","Number","Total","0",""
"2009","Denmark","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","2,888",""
"2009","Denmark","Estonia","Age reached during the year","Total","Number","Total","90",""
"2009","Denmark","Ireland","Age reached during the year","Total","Number","Total","147",""
"2009","Denmark","Greece","Age reached during the year","Total","Number","Total","117",""
"2009","Denmark","Spain","Age reached during the year","Total","Number","Total","1,042",""
"2009","Denmark","France","Age reached during the year","Total","Number","Total","844",""
"2009","Denmark","Croatia","Age reached during the year","Total","Number","Total","25",""
"2009","Denmark","Italy","Age reached during the year","Total","Number","Total","661",""
"2009","Denmark","Cyprus","Age reached during the year","Total","Number","Total","16",""
"2009","Denmark","Latvia","Age reached during the year","Total","Number","Total","224",""
"2009","Denmark","Lithuania","Age reached during the year","Total","Number","Total","419",""
"2009","Denmark","Luxembourg","Age reached during the year","Total","Number","Total","98",""
"2009","Denmark","Hungary","Age reached during the year","Total","Number","Total","317",""
"2009","Denmark","Malta","Age reached during the year","Total","Number","Total","18",""
"2009","Denmark","Netherlands","Age reached during the year","Total","Number","Total","480",""
"2009","Denmark","Austria","Age reached during the year","Total","Number","Total","208",""
"2009","Denmark","Poland","Age reached during the year","Total","Number","Total","2,864",""
"2009","Denmark","Portugal","Age reached during the year","Total","Number","Total","132",""
"2009","Denmark","Romania","Age reached during the year","Total","Number","Total","397",""
"2009","Denmark","Slovenia","Age reached during the year","Total","Number","Total","27",""
"2009","Denmark","Slovakia","Age reached during the year","Total","Number","Total","190",""
"2009","Denmark","Finland","Age reached during the year","Total","Number","Total","345",""
"2009","Denmark","Sweden","Age reached during the year","Total","Number","Total","4,334",""
"2009","Denmark","United Kingdom","Age reached during the year","Total","Number","Total","1,929",""
"2009","Denmark","Norway","Age reached during the year","Total","Number","Total","2,481",""
"2009","Denmark","Switzerland","Age reached during the year","Total","Number","Total","529",""
"2009","Denmark","Turkey","Age reached during the year","Total","Number","Total","364",""
"2009","Denmark","Serbia","Age reached during the year","Total","Number","Total","28",""
"2009","Denmark","Russia","Age reached during the year","Total","Number","Total","189",""
"2009","Denmark","Africa","Age reached during the year","Total","Number","Total","703",""
"2009","Denmark","Northern America","Age reached during the year","Total","Number","Total","4,943",""
"2009","Denmark","United States","Age reached during the year","Total","Number","Total","2,923",""
"2009","Denmark","Central America","Age reached during the year","Total","Number","Total","137",""
"2009","Denmark","South America","Age reached during the year","Total","Number","Total","455",""
"2009","Denmark","Asia","Age reached during the year","Total","Number","Total","4,788",""
"2009","Denmark","Oceania","Age reached during the year","Total","Number","Total","734",""
"2009","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","286,582","b"
"2009","Germany (until 1990 former territory of the FRG)","Unknown","Age reached during the year","Total","Number","Total","2,798","b"
"2009","Germany (until 1990 former territory of the FRG)","Belgium","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Bulgaria","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Czechia","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Denmark","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Estonia","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Ireland","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Greece","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Spain","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","France","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Croatia","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Italy","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Cyprus","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Latvia","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Lithuania","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Luxembourg","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Hungary","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Malta","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Netherlands","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Austria","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Poland","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Portugal","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Romania","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Slovenia","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Slovakia","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Finland","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Sweden","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","United Kingdom","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Norway","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Switzerland","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Turkey","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Serbia","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Russia","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Africa","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Northern America","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","United States","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Central America","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","South America","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Asia","Age reached during the year","Total","Number","Total",":",""
"2009","Germany (until 1990 former territory of the FRG)","Oceania","Age reached during the year","Total","Number","Total",":",""
"2009","Estonia","Total","Age reached during the year","Total","Number","Total","4,658",""
"2009","Estonia","Unknown","Age reached during the year","Total","Number","Total","0",""
"2009","Estonia","Belgium","Age reached during the year","Total","Number","Total","27",""
"2009","Estonia","Bulgaria","Age reached during the year","Total","Number","Total","46",""
"2009","Estonia","Czechia","Age reached during the year","Total","Number","Total","13",""
"2009","Estonia","Denmark","Age reached during the year","Total","Number","Total","45",""
"2009","Estonia","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","214",""
"2009","Estonia","Estonia","Age reached during the year","Total","Number","Total","0",""
"2009","Estonia","Ireland","Age reached during the year","Total","Number","Total","132",""
"2009","Estonia","Greece","Age reached during the year","Total","Number","Total","9",""
"2009","Estonia","Spain","Age reached during the year","Total","Number","Total","50",""
"2009","Estonia","France","Age reached during the year","Total","Number","Total","37",""
"2009","Estonia","Croatia","Age reached during the year","Total","Number","Total","1",""
"2009","Estonia","Italy","Age reached during the year","Total","Number","Total","48",""
"2009","Estonia","Cyprus","Age reached during the year","Total","Number","Total","9",""
"2009","Estonia","Latvia","Age reached during the year","Total","Number","Total","25",""
"2009","Estonia","Lithuania","Age reached during the year","Total","Number","Total","15",""
"2009","Estonia","Luxembourg","Age reached during the year","Total","Number","Total","10",""
"2009","Estonia","Hungary","Age reached during the year","Total","Number","Total","2",""
"2009","Estonia","Malta","Age reached during the year","Total","Number","Total","0",""
"2009","Estonia","Netherlands","Age reached during the year","Total","Number","Total","25",""
"2009","Estonia","Austria","Age reached during the year","Total","Number","Total","28",""
"2009","Estonia","Poland","Age reached during the year","Total","Number","Total","36",""
"2009","Estonia","Portugal","Age reached during the year","Total","Number","Total","13",""
"2009","Estonia","Romania","Age reached during the year","Total","Number","Total","0",""
"2009","Estonia","Slovenia","Age reached during the year","Total","Number","Total","2",""
"2009","Estonia","Slovakia","Age reached during the year","Total","Number","Total","3",""
"2009","Estonia","Finland","Age reached during the year","Total","Number","Total","2,733",""
"2009","Estonia","Sweden","Age reached during the year","Total","Number","Total","139",""
"2009","Estonia","United Kingdom","Age reached during the year","Total","Number","Total","409",""
"2009","Estonia","Norway","Age reached during the year","Total","Number","Total","64",""
"2009","Estonia","Switzerland","Age reached during the year","Total","Number","Total","16",""
"2009","Estonia","Turkey","Age reached during the year","Total","Number","Total","8",""
"2009","Estonia","Serbia","Age reached during the year","Total","Number","Total","0",""
"2009","Estonia","Russia","Age reached during the year","Total","Number","Total","270",""
"2009","Estonia","Africa","Age reached during the year","Total","Number","Total","12",""
"2009","Estonia","Northern America","Age reached during the year","Total","Number","Total","100",""
"2009","Estonia","United States","Age reached during the year","Total","Number","Total","94",""
"2009","Estonia","Central America","Age reached during the year","Total","Number","Total","1",""
"2009","Estonia","South America","Age reached during the year","Total","Number","Total","3",""
"2009","Estonia","Asia","Age reached during the year","Total","Number","Total","50",""
"2009","Estonia","Oceania","Age reached during the year","Total","Number","Total","11",""
"2009","Ireland","Total","Age reached during the year","Total","Number","Total","69,672",""
"2009","Ireland","Unknown","Age reached during the year","Total","Number","Total","0",""
"2009","Ireland","Belgium","Age reached during the year","Total","Number","Total","313",""
"2009","Ireland","Bulgaria","Age reached during the year","Total","Number","Total","140",""
"2009","Ireland","Czechia","Age reached during the year","Total","Number","Total","536",""
"2009","Ireland","Denmark","Age reached during the year","Total","Number","Total","231",""
"2009","Ireland","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","2,455",""
"2009","Ireland","Estonia","Age reached during the year","Total","Number","Total","232",""
"2009","Ireland","Ireland","Age reached during the year","Total","Number","Total","0",""
"2009","Ireland","Greece","Age reached during the year","Total","Number","Total","149",""
"2009","Ireland","Spain","Age reached during the year","Total","Number","Total","1,553",""
"2009","Ireland","France","Age reached during the year","Total","Number","Total","2,841",""
"2009","Ireland","Croatia","Age reached during the year","Total","Number","Total","52",""
"2009","Ireland","Italy","Age reached during the year","Total","Number","Total","1,681",""
"2009","Ireland","Cyprus","Age reached during the year","Total","Number","Total","14",""
"2009","Ireland","Latvia","Age reached during the year","Total","Number","Total","1,878",""
"2009","Ireland","Lithuania","Age reached during the year","Total","Number","Total","3,411",""
"2009","Ireland","Luxembourg","Age reached during the year","Total","Number","Total","38",""
"2009","Ireland","Hungary","Age reached during the year","Total","Number","Total","689",""
"2009","Ireland","Malta","Age reached during the year","Total","Number","Total","15",""
"2009","Ireland","Netherlands","Age reached during the year","Total","Number","Total","825",""
"2009","Ireland","Austria","Age reached during the year","Total","Number","Total","125",""
"2009","Ireland","Poland","Age reached during the year","Total","Number","Total","11,655",""
"2009","Ireland","Portugal","Age reached during the year","Total","Number","Total","535",""
"2009","Ireland","Romania","Age reached during the year","Total","Number","Total","1,782",""
"2009","Ireland","Slovenia","Age reached during the year","Total","Number","Total","12",""
"2009","Ireland","Slovakia","Age reached during the year","Total","Number","Total","1,166",""
"2009","Ireland","Finland","Age reached during the year","Total","Number","Total","171",""
"2009","Ireland","Sweden","Age reached during the year","Total","Number","Total","459",""
"2009","Ireland","United Kingdom","Age reached during the year","Total","Number","Total","10,668",""
"2009","Ireland","Norway","Age reached during the year","Total","Number","Total","35",""
"2009","Ireland","Switzerland","Age reached during the year","Total","Number","Total","51",""
"2009","Ireland","Turkey","Age reached during the year","Total","Number","Total","90",""
"2009","Ireland","Serbia","Age reached during the year","Total","Number","Total","21",""
"2009","Ireland","Russia","Age reached during the year","Total","Number","Total","250",""
"2009","Ireland","Africa","Age reached during the year","Total","Number","Total","2,726",""
"2009","Ireland","Northern America","Age reached during the year","Total","Number","Total","4,825",""
"2009","Ireland","United States","Age reached during the year","Total","Number","Total","2,611",""
"2009","Ireland","Central America","Age reached during the year","Total","Number","Total","64",""
"2009","Ireland","South America","Age reached during the year","Total","Number","Total","991",""
"2009","Ireland","Asia","Age reached during the year","Total","Number","Total","4,753",""
"2009","Ireland","Oceania","Age reached during the year","Total","Number","Total","11,473",""
"2009","Greece","Total","Age reached during the year","Total","Number","Total","43,686",""
"2009","Greece","Unknown","Age reached during the year","Total","Number","Total","0",""
"2009","Greece","Belgium","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Bulgaria","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Czechia","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Denmark","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Estonia","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Ireland","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Greece","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Spain","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","France","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Croatia","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Italy","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Cyprus","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Latvia","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Lithuania","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Luxembourg","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Hungary","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Malta","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Netherlands","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Austria","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Poland","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Portugal","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Romania","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Slovenia","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Slovakia","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Finland","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Sweden","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","United Kingdom","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Norway","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Switzerland","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Turkey","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Serbia","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Russia","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Africa","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Northern America","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","United States","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Central America","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","South America","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Asia","Age reached during the year","Total","Number","Total",":",""
"2009","Greece","Oceania","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Total","Age reached during the year","Total","Number","Total","380,121",""
"2009","Spain","Unknown","Age reached during the year","Total","Number","Total","0",""
"2009","Spain","Belgium","Age reached during the year","Total","Number","Total","5,558",""
"2009","Spain","Bulgaria","Age reached during the year","Total","Number","Total","11,178",""
"2009","Spain","Czechia","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Denmark","Age reached during the year","Total","Number","Total","727",""
"2009","Spain","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total","12,070",""
"2009","Spain","Estonia","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Ireland","Age reached during the year","Total","Number","Total","1,084",""
"2009","Spain","Greece","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Spain","Age reached during the year","Total","Number","Total","0",""
"2009","Spain","France","Age reached during the year","Total","Number","Total","17,257",""
"2009","Spain","Croatia","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Italy","Age reached during the year","Total","Number","Total","8,644",""
"2009","Spain","Cyprus","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Latvia","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Lithuania","Age reached during the year","Total","Number","Total","1,536",""
"2009","Spain","Luxembourg","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Hungary","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Malta","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Netherlands","Age reached during the year","Total","Number","Total","4,803",""
"2009","Spain","Austria","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Poland","Age reached during the year","Total","Number","Total","7,063",""
"2009","Spain","Portugal","Age reached during the year","Total","Number","Total","14,169",""
"2009","Spain","Romania","Age reached during the year","Total","Number","Total","51,551",""
"2009","Spain","Slovenia","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Slovakia","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Finland","Age reached during the year","Total","Number","Total","420",""
"2009","Spain","Sweden","Age reached during the year","Total","Number","Total","1,415",""
"2009","Spain","United Kingdom","Age reached during the year","Total","Number","Total","15,093",""
"2009","Spain","Norway","Age reached during the year","Total","Number","Total","669",""
"2009","Spain","Switzerland","Age reached during the year","Total","Number","Total","3,341",""
"2009","Spain","Turkey","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Serbia","Age reached during the year","Total","Number","Total",":",""
"2009","Spain","Russia","Age reached during the year","Total","Number","Total","2,985",""
"2009","Spain","Africa","Age reached during the year","Total","Number","Total","44,564",""
"2009","Spain","Northern America","Age reached during the year","Total","Number","Total","8,046",""
"2009","Spain","United States","Age reached during the year","Total","Number","Total","7,133",""
"2009","Spain","Central America","Age reached during the year","Total","Number","Total","6,997",""
"2009","Spain","South America","Age reached during the year","Total","Number","Total","122,113",""
"2009","Spain","Asia","Age reached during the year","Total","Number","Total","21,518",""
"2009","Spain","Oceania","Age reached during the year","Total","Number","Total","715",""
"2009","France","Total","Age reached during the year","Total","Number","Total","264,631",""
"2009","France","Unknown","Age reached during the year","Total","Number","Total","13,232",""
"2009","France","Belgium","Age reached during the year","Total","Number","Total",":",""
"2009","France","Bulgaria","Age reached during the year","Total","Number","Total",":",""
"2009","France","Czechia","Age reached during the year","Total","Number","Total",":",""
"2009","France","Denmark","Age reached during the year","Total","Number","Total",":",""
"2009","France","Germany (until 1990 former territory of the FRG)","Age reached during the year","Total","Number","Total",":",""
"2009","France","Estonia","Age reached during the year","Total","Number","Total",":",""
"2009","France","Ireland","Age reached during the year","Total","Number","Total",":",""
"2009","France","Greece","Age reached during the year","Total","Number","Total",":",""
"2009","France","Spain","Age reached during the year","Total","Number","Total",":",""
"2009","France","France","Age reached during the year","Total","Number","Total",":",""
"2009","France","Croatia","Age reached during the year","Total","Number","Total",":",""
"2009","France","Italy","Age reached during the year","Total","Number","Total",":",""
"2009","France","Cyprus","Age reached during the year","Total","Number","Total",":",""
